"identifier","score","Gene"
"8QVF",1,"EPHX2"
"8QVG",1,"EPHX2"
"8QVH",1,"EPHX2"
"8QVK",1,"EPHX2"
"8QVM",1,"EPHX2"
"8QWG",1,"EPHX2"
"1S8O",0.959951611962566,"EPHX2"
"1ZD2",0.959951611962566,"EPHX2"
"1ZD4",0.959951611962566,"EPHX2"
"1ZD5",0.959951611962566,"EPHX2"
"3ANS",0.959951611962566,"EPHX2"
"3I1Y",0.959951611962566,"EPHX2"
"3I28",0.959951611962566,"EPHX2"
"3KOO",0.959951611962566,"EPHX2"
"3OTQ",0.959951611962566,"EPHX2"
"3WK8",0.959951611962566,"EPHX2"
"4X6X",0.959951611962566,"EPHX2"
"4X6Y",0.959951611962566,"EPHX2"
"4Y2J",0.959951611962566,"EPHX2"
"4Y2P",0.959951611962566,"EPHX2"
"4Y2Q",0.959951611962566,"EPHX2"
"4Y2R",0.959951611962566,"EPHX2"
"4Y2S",0.959951611962566,"EPHX2"
"4Y2T",0.959951611962566,"EPHX2"
"4Y2U",0.959951611962566,"EPHX2"
